label,unique_id,ros_bag_name,measurement_day,split,field_center_latitude,field_center_longitude,cultivar,pin_color,weight_g_inctack,x1_length_mm,x2_width_mm,x3_depth_mm,x1_circ_cm,x2_circ_cm,volume_ml,volume_metashape,note
4R9-8,361,20230921_field_okadasan_sarabetsu_11,21-09-2023,train,42.610316,143.156753,Sayaka,magenta,252,93,75,58,25,21,220,239,
4R9-9,362,20230921_field_okadasan_sarabetsu_11,21-09-2023,val,42.610316,143.156753,Sayaka,green,64,49,49,42,15,15,50,61,
5R1-1,363,20230922_barn_okadasan_sarabetsu_01,22-09-2023,test,,,Corolle,black,124,88,47,47,23,15.5,120,119,
5R1-10,364,20230922_barn_okadasan_sarabetsu_01,22-09-2023,test,,,Corolle,purple,202,103,57,52,26.5,18,180,191,
5R1-2,365,20230922_barn_okadasan_sarabetsu_01,22-09-2023,test,,,Corolle,blue,110,87,51,40,22.5,14.5,110,106,
5R1-3,366,20230922_barn_okadasan_sarabetsu_01,22-09-2023,test,,,Corolle,red,64,65,44,46,17,14,60,62,
5R1-4,367,20230922_barn_okadasan_sarabetsu_01,22-09-2023,test,,,Corolle,yellow,216,111,60,49,29,18,200,203,
5R1-5,368,20230922_barn_okadasan_sarabetsu_01,22-09-2023,test,,,Corolle,cyan,298,136,61,52,33,19,280,280,
5R1-6,369,20230922_barn_okadasan_sarabetsu_01,22-09-2023,test,,,Corolle,white,54,67,38,33,17,12,50,53,
5R1-7,370,20230922_barn_okadasan_sarabetsu_01,22-09-2023,test,,,Corolle,pink,106,78,52,46,21,16,100,100,
5R1-8,371,20230922_barn_okadasan_sarabetsu_01,22-09-2023,test,,,Corolle,magenta,148,89,51,51,23,17,140,141,
5R1-9,372,20230922_barn_okadasan_sarabetsu_01,22-09-2023,test,,,Corolle,green,66,69,39,40,18.5,13,50,64,
5R2-1,373,20230922_barn_okadasan_sarabetsu_02,22-09-2023,test,,,Corolle,black,148,93,53,46,24,17.5,130,142,
5R2-10,374,20230922_barn_okadasan_sarabetsu_02,22-09-2023,test,,,Corolle,purple,138,90,52,44,23,17,120,131,
5R2-2,375,20230922_barn_okadasan_sarabetsu_02,22-09-2023,test,,,Corolle,blue,94,84,46,40,21,14,90,90,
5R2-3,376,20230922_barn_okadasan_sarabetsu_02,22-09-2023,test,,,Corolle,red,52,64,38,32,16.5,12,50,49,
5R2-4,377,20230922_barn_okadasan_sarabetsu_02,22-09-2023,test,,,Corolle,yellow,84,75,46,41,19.5,14.5,70,81,
5R2-5,378,20230922_barn_okadasan_sarabetsu_02,22-09-2023,test,,,Corolle,cyan,156,99,57,46,24,16.5,140,148,
5R2-6,379,20230922_barn_okadasan_sarabetsu_02,22-09-2023,test,,,Corolle,white,58,70,39,35,18,13,40,56,
5R2-7,380,20230922_barn_okadasan_sarabetsu_02,22-09-2023,test,,,Corolle,pink,112,90,46,41,22.5,15,100,108,
5R2-8,381,20230922_barn_okadasan_sarabetsu_02,22-09-2023,test,,,Corolle,magenta,68,75,42,37,19,13,50,65,
5R2-9,382,20230922_barn_okadasan_sarabetsu_02,22-09-2023,test,,,Corolle,green,186,103,57,49,25.5,18,160,177,
5R3-1,383,20230922_barn_okadasan_sarabetsu_03,22-09-2023,test,,,Corolle,black,64,72,41,36,19,13.5,60,61,
5R3-10,384,20230922_barn_okadasan_sarabetsu_03,22-09-2023,test,,,Corolle,purple,136,80,55,46,21,17,120,129,
5R3-2,385,20230922_barn_okadasan_sarabetsu_03,22-09-2023,test,,,Corolle,blue,90,80,49,38,20,15,70,86,
5R3-3,386,20230922_barn_okadasan_sarabetsu_03,22-09-2023,test,,,Corolle,red,220,113,63,50,28,19,190,208,
5R3-4,387,20230922_barn_okadasan_sarabetsu_03,22-09-2023,test,,,Corolle,yellow,148,90,54,48,23.5,17,120,141,
5R3-5,388,20230922_barn_okadasan_sarabetsu_03,22-09-2023,test,,,Corolle,cyan,68,63,42,39,17,13.5,60,64,
5R3-6,389,20230922_barn_okadasan_sarabetsu_03,22-09-2023,test,,,Corolle,white,84,68,48,41,19,15.5,70,79,
5R3-7,390,20230922_barn_okadasan_sarabetsu_03,22-09-2023,test,,,Corolle,pink,54,64,38,34,16.5,12,40,51,
5R3-8,391,20230922_barn_okadasan_sarabetsu_03,22-09-2023,test,,,Corolle,magenta,100,86,47,37,21,15,80,95,
5R3-9,392,20230922_barn_okadasan_sarabetsu_03,22-09-2023,test,,,Corolle,green,188,98,61,56,25.5,18.5,150,176,
5R4-1,393,20230922_barn_okadasan_sarabetsu_04,22-09-2023,test,,,Haruka,black,224,115,61,45,28,17.5,210,,
5R4-10,394,20230922_barn_okadasan_sarabetsu_04,22-09-2023,test,,,Haruka,purple,44,58,36,33,15,12,30,,
5R4-2,395,20230922_barn_okadasan_sarabetsu_04,22-09-2023,test,,,Haruka,blue,338,132,69,59,33,22,310,,
5R4-3,396,20230922_barn_okadasan_sarabetsu_04,22-09-2023,test,,,Haruka,red,160,95,55,51,24.5,17.5,140,,
5R4-4,397,20230922_barn_okadasan_sarabetsu_04,22-09-2023,test,,,Haruka,yellow,164,104,53,43,26,16.5,150,,
5R4-5,398,20230922_barn_okadasan_sarabetsu_04,22-09-2023,test,,,Haruka,cyan,56,67,42,34,17,13,50,,
5R4-6,399,20230922_barn_okadasan_sarabetsu_04,22-09-2023,test,,,Haruka,white,86,79,45,37,20,17,80,,
5R4-7,400,20230922_barn_okadasan_sarabetsu_04,22-09-2023,test,,,Haruka,pink,162,106,47,50,26,16,150,,
5R4-8,401,20230922_barn_okadasan_sarabetsu_04,22-09-2023,test,,,Haruka,magenta,214,112,62,50,27.5,18.5,190,,
5R4-9,402,20230922_barn_okadasan_sarabetsu_04,22-09-2023,test,,,Haruka,green,68,68,44,38,17.5,13.5,60,,
5R5-1,403,20230922_barn_okadasan_sarabetsu_05,22-09-2023,test,,,Haruka,black,160,97,60,44,24,17,150,,
5R5-10,404,20230922_barn_okadasan_sarabetsu_05,22-09-2023,test,,,Haruka,purple,84,73,47,39,19,15,70,,
5R5-2,405,20230922_barn_okadasan_sarabetsu_05,22-09-2023,test,,,Haruka,blue,64,59,39,35,15.5,12.5,40,,
5R5-3,406,20230922_barn_okadasan_sarabetsu_05,22-09-2023,test,,,Haruka,red,104,87,47,40,22,14.5,90,,
5R5-4,407,20230922_barn_okadasan_sarabetsu_05,22-09-2023,test,,,Haruka,yellow,90,82,43,37,20.5,13.5,80,,
5R5-5,408,20230922_barn_okadasan_sarabetsu_05,22-09-2023,test,,,Haruka,cyan,164,101,58,45,25,17,150,,
5R5-6,409,20230922_barn_okadasan_sarabetsu_05,22-09-2023,test,,,Haruka,white,124,99,47,40,24.5,14.5,100,,
5R5-7,410,20230922_barn_okadasan_sarabetsu_05,22-09-2023,test,,,Haruka,pink,154,104,54,42,26,16,130,,
5R5-8,411,20230922_barn_okadasan_sarabetsu_05,22-09-2023,test,,,Haruka,magenta,138,101,46,42,25,15,120,,
5R5-9,412,20230922_barn_okadasan_sarabetsu_05,22-09-2023,test,,,Haruka,green,128,95,48,43,23.5,15,110,,
5R6-1,413,20230922_barn_okadasan_sarabetsu_06,22-09-2023,test,,,Haruka,black,194,119,54,48,29,17.5,190,,
5R6-10,414,20230922_barn_okadasan_sarabetsu_06,22-09-2023,test,,,Haruka,purple,238,116,62,43,29,19,210,,
5R6-2,415,20230922_barn_okadasan_sarabetsu_06,22-09-2023,test,,,Haruka,blue,198,105,51,55,28,18,180,,
5R6-3,416,20230922_barn_okadasan_sarabetsu_06,22-09-2023,test,,,Haruka,red,102,77,50,46,20.5,16,80,,
5R6-4,417,20230922_barn_okadasan_sarabetsu_06,22-09-2023,test,,,Haruka,yellow,96,76,53,46,20,16,80,,
5R6-5,418,20230922_barn_okadasan_sarabetsu_06,22-09-2023,test,,,Haruka,cyan,150,85,64,46,22,19.5,140,,
5R6-6,419,20230922_barn_okadasan_sarabetsu_06,22-09-2023,test,,,Haruka,white,212,102,62,58,26.5,20,200,,
5R6-7,420,20230922_barn_okadasan_sarabetsu_06,22-09-2023,test,,,Haruka,pink,74,77,41,38,19,13.5,50,,
5R6-8,421,20230922_barn_okadasan_sarabetsu_06,22-09-2023,test,,,Haruka,magenta,262,124,64,51,30.5,19,240,,
5R6-9,422,20230922_barn_okadasan_sarabetsu_06,22-09-2023,test,,,Haruka,green,104,80,49,45,20.5,15.5,80,,
2024-001,423,20240918_row_52,18-09-2024,train,42.616872,143.174312,Kitahime,red,198.4,,,,,,,,
2024-002,424,20240918_row_52,18-09-2024,train,42.616872,143.174312,Kitahime,blue,244,,,,,,,,
2024-003,425,20240918_row_52,18-09-2024,train,42.616872,143.174312,Kitahime,green,102.6,,,,,,,,
2024-004,426,20240918_row_52,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,202,,,,,,,,
2024-005,427,20240918_row_52,18-09-2024,train,42.616872,143.174312,Kitahime,white,79.5,,,,,,,,
2024-006,428,20240918_row_53,18-09-2024,test,42.616872,143.174312,Kitahime,red,247.2,,,,,,,,
2024-007,429,20240918_row_53,18-09-2024,train,42.616872,143.174312,Kitahime,blue,90.8,,,,,,,,
2024-008,430,20240918_row_53,18-09-2024,train,42.616872,143.174312,Kitahime,green,97.4,,,,,,,,
2024-009,431,20240918_row_53,18-09-2024,val,42.616872,143.174312,Kitahime,yellow,206.9,,,,,,,,
2024-010,432,20240918_row_53,18-09-2024,train,42.616872,143.174312,Kitahime,white,143.9,,,,,,,,
2024-011,433,20240918_row_53,18-09-2024,train,42.616872,143.174312,Kitahime,red,113.3,,,,,,,,
2024-012,434,20240918_row_53,18-09-2024,train,42.616872,143.174312,Kitahime,blue,299.6,,,,,,,,
2024-013,435,20240918_row_53,18-09-2024,train,42.616872,143.174312,Kitahime,green,109.4,,,,,,,,
2024-014,436,20240918_row_53,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,248.5,,,,,,,,
2024-015,437,20240918_row_53,18-09-2024,val,42.616872,143.174312,Kitahime,white,285.6,,,,,,,,
2024-016,438,20240918_row_54,18-09-2024,train,42.616872,143.174312,Kitahime,red,88.2,,,,,,,,
2024-017,439,20240918_row_54,18-09-2024,val,42.616872,143.174312,Kitahime,blue,212.4,,,,,,,,
2024-018,440,20240918_row_54,18-09-2024,train,42.616872,143.174312,Kitahime,green,80.3,,,,,,,,
2024-019,441,20240918_row_54,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,208.6,,,,,,,,
2024-020,442,20240918_row_54,18-09-2024,train,42.616872,143.174312,Kitahime,white,132.9,,,,,,,,
2024-021,443,20240918_row_54,18-09-2024,test,42.616872,143.174312,Kitahime,red,96.7,,,,,,,,
2024-022,444,20240918_row_54,18-09-2024,train,42.616872,143.174312,Kitahime,blue,215.3,,,,,,,,
2024-023,445,20240918_row_54,18-09-2024,train,42.616872,143.174312,Kitahime,green,72.1,,,,,,,,
2024-024,446,20240918_row_54,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,188.8,,,,,,,,
2024-025,447,20240918_row_54,18-09-2024,val,42.616872,143.174312,Kitahime,white,133.6,,,,,,,,
2024-026,448,20240918_row_55,18-09-2024,train,42.616872,143.174312,Kitahime,red,163.5,,,,,,,,
2024-027,449,20240918_row_55,18-09-2024,train,42.616872,143.174312,Kitahime,blue,145.7,,,,,,,,
2024-028,450,20240918_row_55,18-09-2024,train,42.616872,143.174312,Kitahime,green,56.8,,,,,,,,
2024-029,451,20240918_row_55,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,27,,,,,,,,
2024-030,452,20240918_row_55,18-09-2024,train,42.616872,143.174312,Kitahime,white,147,,,,,,,,
2024-031,453,20240918_row_55,18-09-2024,train,42.616872,143.174312,Kitahime,red,70,,,,,,,,
2024-032,454,20240918_row_55,18-09-2024,train,42.616872,143.174312,Kitahime,blue,195.3,,,,,,,,
2024-033,455,20240918_row_55,18-09-2024,val,42.616872,143.174312,Kitahime,green,39,,,,,,,,
2024-034,456,20240918_row_55,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,285.1,,,,,,,,
2024-035,457,20240918_row_55,18-09-2024,train,42.616872,143.174312,Kitahime,white,30,,,,,,,,
2024-036,458,20240918_row_56,18-09-2024,train,42.616872,143.174312,Kitahime,red,49.2,,,,,,,,
2024-037,459,20240918_row_56,18-09-2024,val,42.616872,143.174312,Kitahime,blue,179.1,,,,,,,,
2024-038,460,20240918_row_56,18-09-2024,train,42.616872,143.174312,Kitahime,green,321.7,,,,,,,,
2024-039,461,20240918_row_56,18-09-2024,val,42.616872,143.174312,Kitahime,yellow,53.5,,,,,,,,
2024-040,462,20240918_row_56,18-09-2024,train,42.616872,143.174312,Kitahime,white,105,,,,,,,,
2024-041,463,20240918_row_56,18-09-2024,val,42.616872,143.174312,Kitahime,red,73.5,,,,,,,,
2024-042,464,20240918_row_56,18-09-2024,val,42.616872,143.174312,Kitahime,blue,79.3,,,,,,,,
2024-043,465,20240918_row_56,18-09-2024,train,42.616872,143.174312,Kitahime,green,392.4,,,,,,,,
2024-044,466,20240918_row_56,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,92.7,,,,,,,,
2024-045,467,20240918_row_56,18-09-2024,test,42.616872,143.174312,Kitahime,white,41.5,,,,,,,,
2024-046,468,20240918_row_57,18-09-2024,test,42.616872,143.174312,Kitahime,red,63,,,,,,,,
2024-047,469,20240918_row_57,18-09-2024,train,42.616872,143.174312,Kitahime,blue,207.6,,,,,,,,
2024-048,470,20240918_row_57,18-09-2024,test,42.616872,143.174312,Kitahime,green,27.3,,,,,,,,
2024-049,471,20240918_row_57,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,341.8,,,,,,,,
2024-050,472,20240918_row_57,18-09-2024,train,42.616872,143.174312,Kitahime,white,351.6,,,,,,,,
2024-051,473,20240918_row_63,18-09-2024,train,42.616872,143.174312,Kitahime,red,63.5,,,,,,,,
2024-052,474,20240918_row_63,18-09-2024,train,42.616872,143.174312,Kitahime,blue,165.2,,,,,,,,
2024-053,475,20240918_row_63,18-09-2024,train,42.616872,143.174312,Kitahime,green,308,,,,,,,,
2024-054,476,20240918_row_63,18-09-2024,val,42.616872,143.174312,Kitahime,yellow,320.8,,,,,,,,
2024-055,477,20240918_row_63,18-09-2024,test,42.616872,143.174312,Kitahime,white,174,,,,,,,,
2024-056,478,20240918_row_63,18-09-2024,train,42.616872,143.174312,Kitahime,red,233,,,,,,,,
2024-057,479,20240918_row_63,18-09-2024,train,42.616872,143.174312,Kitahime,blue,111.8,,,,,,,,
2024-058,480,20240918_row_63,18-09-2024,train,42.616872,143.174312,Kitahime,green,384.2,,,,,,,,
2024-059,481,20240918_row_63,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,153,,,,,,,,
2024-060,482,20240918_row_63,18-09-2024,train,42.616872,143.174312,Kitahime,white,109.1,,,,,,,,
2024-061,483,20240918_row_63,18-09-2024,val,42.616872,143.174312,Kitahime,red,91,,,,,,,,
2024-062,484,20240918_row_63,18-09-2024,train,42.616872,143.174312,Kitahime,blue,42.6,,,,,,,,
2024-063,485,20240918_row_63,18-09-2024,train,42.616872,143.174312,Kitahime,green,289.4,,,,,,,,
2024-064,486,20240918_row_63,18-09-2024,val,42.616872,143.174312,Kitahime,yellow,39.5,,,,,,,,
2024-065,487,20240918_row_63,18-09-2024,val,42.616872,143.174312,Kitahime,white,319,,,,,,,,
2024-066,488,20240918_row_63,18-09-2024,train,42.616872,143.174312,Kitahime,red,187.6,,,,,,,,
2024-067,489,20240918_row_63,18-09-2024,train,42.616872,143.174312,Kitahime,blue,59.7,,,,,,,,
2024-068,490,20240918_row_63,18-09-2024,val,42.616872,143.174312,Kitahime,green,45.7,,,,,,,,
2024-069,491,20240918_row_63,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,187.4,,,,,,,,
2024-070,492,20240918_row_63,18-09-2024,train,42.616872,143.174312,Kitahime,white,58,,,,,,,,
2024-071,493,20240918_row_64,18-09-2024,train,42.616872,143.174312,Kitahime,red,37.6,,,,,,,,
2024-072,494,20240918_row_64,18-09-2024,val,42.616872,143.174312,Kitahime,blue,196.6,,,,,,,,
2024-073,495,20240918_row_64,18-09-2024,train,42.616872,143.174312,Kitahime,green,119,,,,,,,,
2024-074,496,20240918_row_64,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,146.4,,,,,,,,
2024-075,497,20240918_row_64,18-09-2024,train,42.616872,143.174312,Kitahime,white,251.4,,,,,,,,
2024-076,498,20240918_row_64,18-09-2024,train,42.616872,143.174312,Kitahime,red,102.8,,,,,,,,
2024-077,499,20240918_row_64,18-09-2024,test,42.616872,143.174312,Kitahime,blue,251,,,,,,,,
2024-078,500,20240918_row_64,18-09-2024,train,42.616872,143.174312,Kitahime,green,143.5,,,,,,,,
2024-079,501,20240918_row_64,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,61.9,,,,,,,,
2024-080,502,20240918_row_64,18-09-2024,train,42.616872,143.174312,Kitahime,white,48.2,,,,,,,,
2024-081,503,20240918_row_64,18-09-2024,train,42.616872,143.174312,Kitahime,red,106.8,,,,,,,,
2024-082,504,20240918_row_64,18-09-2024,train,42.616872,143.174312,Kitahime,blue,246.8,,,,,,,,
2024-083,505,20240918_row_64,18-09-2024,train,42.616872,143.174312,Kitahime,green,262.6,,,,,,,,
2024-084,506,20240918_row_64,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,260.4,,,,,,,,
2024-085,507,20240918_row_64,18-09-2024,train,42.616872,143.174312,Kitahime,white,259.6,,,,,,,,
2024-086,508,20240918_row_64,18-09-2024,train,42.616872,143.174312,Kitahime,red,224.4,,,,,,,,
2024-087,509,20240918_row_64,18-09-2024,train,42.616872,143.174312,Kitahime,blue,256,,,,,,,,
2024-088,510,20240918_row_64,18-09-2024,train,42.616872,143.174312,Kitahime,green,44.5,,,,,,,,
2024-089,511,20240918_row_64,18-09-2024,val,42.616872,143.174312,Kitahime,yellow,237.7,,,,,,,,
2024-090,512,20240918_row_64,18-09-2024,train,42.616872,143.174312,Kitahime,white,139.2,,,,,,,,
2024-091,513,20240918_row_70,18-09-2024,train,42.616872,143.174312,Kitahime,red,268.2,,,,,,,,
2024-092,514,20240918_row_70,18-09-2024,train,42.616872,143.174312,Kitahime,blue,274,,,,,,,,
2024-093,515,20240918_row_70,18-09-2024,val,42.616872,143.174312,Kitahime,green,179.7,,,,,,,,
2024-094,516,20240918_row_70,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,60.1,,,,,,,,
2024-095,517,20240918_row_70,18-09-2024,train,42.616872,143.174312,Kitahime,white,259,,,,,,,,
2024-096,518,20240918_row_70,18-09-2024,val,42.616872,143.174312,Kitahime,red,141.4,,,,,,,,
2024-097,519,20240918_row_70,18-09-2024,val,42.616872,143.174312,Kitahime,blue,112.6,,,,,,,,
2024-098,520,20240918_row_70,18-09-2024,val,42.616872,143.174312,Kitahime,green,106.8,,,,,,,,
2024-099,521,20240918_row_70,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,56.4,,,,,,,,
2024-100,522,20240918_row_70,18-09-2024,train,42.616872,143.174312,Kitahime,white,371.4,,,,,,,,
2024-101,523,20240918_row_70,18-09-2024,val,42.616872,143.174312,Kitahime,red,316.7,,,,,,,,
2024-102,524,20240918_row_70,18-09-2024,train,42.616872,143.174312,Kitahime,blue,135.8,,,,,,,,
2024-103,525,20240918_row_70,18-09-2024,train,42.616872,143.174312,Kitahime,green,449.6,,,,,,,,
2024-104,526,20240918_row_70,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,178.4,,,,,,,,
2024-105,527,20240918_row_70,18-09-2024,train,42.616872,143.174312,Kitahime,white,43,,,,,,,,
2024-106,528,20240918_row_71,18-09-2024,train,42.616872,143.174312,Kitahime,red,72.1,,,,,,,,
2024-107,529,20240918_row_71,18-09-2024,val,42.616872,143.174312,Kitahime,blue,42.3,,,,,,,,
2024-108,530,20240918_row_71,18-09-2024,train,42.616872,143.174312,Kitahime,green,77.3,,,,,,,,
2024-109,531,20240918_row_71,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,51.8,,,,,,,,
2024-110,532,20240918_row_71,18-09-2024,train,42.616872,143.174312,Kitahime,white,58.5,,,,,,,,
2024-111,533,20240918_row_71,18-09-2024,train,42.616872,143.174312,Kitahime,red,122,,,,,,,,
2024-112,534,20240918_row_71,18-09-2024,train,42.616872,143.174312,Kitahime,blue,149.4,,,,,,,,
2024-113,535,20240918_row_71,18-09-2024,train,42.616872,143.174312,Kitahime,green,100.5,,,,,,,,
2024-114,536,20240918_row_71,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,148.2,,,,,,,,
2024-115,537,20240918_row_71,18-09-2024,test,42.616872,143.174312,Kitahime,white,150.6,,,,,,,,
2024-116,538,20240918_row_71,18-09-2024,train,42.616872,143.174312,Kitahime,red,30.3,,,,,,,,
2024-117,539,20240918_row_71,18-09-2024,train,42.616872,143.174312,Kitahime,blue,42,,,,,,,,
2024-118,540,20240918_row_71,18-09-2024,train,42.616872,143.174312,Kitahime,green,47.9,,,,,,,,
2024-119,541,20240918_row_71,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,49.6,,,,,,,,
2024-120,542,20240918_row_71,18-09-2024,train,42.616872,143.174312,Kitahime,white,26,,,,,,,,
2024-121,543,20240918_row_72,18-09-2024,train,42.616872,143.174312,Kitahime,red,61.2,,,,,,,,
2024-122,544,20240918_row_72,18-09-2024,val,42.616872,143.174312,Kitahime,blue,418.9,,,,,,,,
2024-123,545,20240918_row_72,18-09-2024,train,42.616872,143.174312,Kitahime,green,326.1,,,,,,,,
2024-124,546,20240918_row_72,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,242,,,,,,,,
2024-125,547,20240918_row_72,18-09-2024,train,42.616872,143.174312,Kitahime,white,388,,,,,,,,
2024-126,548,20240918_row_72,18-09-2024,train,42.616872,143.174312,Kitahime,red,355.8,,,,,,,,
2024-127,549,20240918_row_72,18-09-2024,train,42.616872,143.174312,Kitahime,blue,296.3,,,,,,,,
2024-128,550,20240918_row_72,18-09-2024,train,42.616872,143.174312,Kitahime,green,290.9,,,,,,,,
2024-129,551,20240918_row_72,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,271.9,,,,,,,,
2024-130,552,20240918_row_72,18-09-2024,test,42.616872,143.174312,Kitahime,white,407.2,,,,,,,,
2024-131,553,20240918_row_73,18-09-2024,val,42.616872,143.174312,Kitahime,red,273.5,,,,,,,,
2024-132,554,20240918_row_73,18-09-2024,train,42.616872,143.174312,Kitahime,blue,290.1,,,,,,,,
2024-133,555,20240918_row_73,18-09-2024,train,42.616872,143.174312,Kitahime,green,280.7,,,,,,,,
2024-134,556,20240918_row_73,18-09-2024,train,42.616872,143.174312,Kitahime,yellow,311,,,,,,,,
2024-135,557,20240918_row_73,18-09-2024,train,42.616872,143.174312,Kitahime,white,324.6,,,,,,,,
2024-136,558,20240918_row_73,18-09-2024,train,42.616872,143.174312,Kitahime,red,205.2,,,,,,,,
2024-137,559,20240918_row_73,18-09-2024,train,42.616872,143.174312,Kitahime,blue,233,,,,,,,,
2024-138,560,20240918_row_73,18-09-2024,val,42.616872,143.174312,Kitahime,green,211.2,,,,,,,,
2024-139,561,20240919_row_87,19-09-2024,train,42.616872,143.174312,Kitahime,yellow,114.2,,,,,,,,
2024-140,562,20240919_row_87,19-09-2024,train,42.616872,143.174312,Kitahime,white,296.8,,,,,,,,
2024-141,563,20240919_row_87,19-09-2024,train,42.616872,143.174312,Kitahime,red,50.1,,,,,,,,
2024-142,564,20240919_row_87,19-09-2024,test,42.616872,143.174312,Kitahime,blue,92.7,,,,,,,,
2024-143,565,20240919_row_87,19-09-2024,train,42.616872,143.174312,Kitahime,green,100.6,,,,,,,,
2024-144,566,20240919_row_87,19-09-2024,train,42.616872,143.174312,Kitahime,yellow,74.4,,,,,,,,
2024-145,567,20240919_row_87,19-09-2024,train,42.616872,143.174312,Kitahime,white,245.9,,,,,,,,
2024-146,568,20240919_row_87,19-09-2024,train,42.616872,143.174312,Kitahime,red,110.5,,,,,,,,
2024-147,569,20240919_row_87,19-09-2024,train,42.616872,143.174312,Kitahime,blue,43,,,,,,,,
2024-148,570,20240919_row_87,19-09-2024,train,42.616872,143.174312,Kitahime,green,115.2,,,,,,,,
2024-149,571,20240919_row_87,19-09-2024,val,42.616872,143.174312,Kitahime,yellow,356.9,,,,,,,,
2024-150,572,20240919_row_87,19-09-2024,train,42.616872,143.174312,Kitahime,white,354.4,,,,,,,,
2024-151,573,20240919_row_87,19-09-2024,test,42.616872,143.174312,Kitahime,red,55.7,,,,,,,,
2024-152,574,20240919_row_87,19-09-2024,train,42.616872,143.174312,Kitahime,blue,182.1,,,,,,,,
2024-153,575,20240919_row_87,19-09-2024,train,42.616872,143.174312,Kitahime,green,184,,,,,,,,
2024-154,576,20240919_row_87,19-09-2024,train,42.616872,143.174312,Kitahime,yellow,58.4,,,,,,,,
2024-155,577,20240919_row_87,19-09-2024,train,42.616872,143.174312,Kitahime,white,317,,,,,,,,
2024-156,578,20240919_row_88,19-09-2024,train,42.616872,143.174312,Kitahime,red,206.7,,,,,,,,
2024-157,579,20240919_row_88,19-09-2024,train,42.616872,143.174312,Kitahime,blue,54.7,,,,,,,,
2024-158,580,20240919_row_88,19-09-2024,test,42.616872,143.174312,Kitahime,green,336.4,,,,,,,,
2024-159,581,20240919_row_88,19-09-2024,train,42.616872,143.174312,Kitahime,yellow,78.9,,,,,,,,
2024-160,582,20240919_row_88,19-09-2024,train,42.616872,143.174312,Kitahime,white,70.8,,,,,,,,
2024-161,583,20240919_row_88,19-09-2024,train,42.616872,143.174312,Kitahime,red,37.6,,,,,,,,
2024-162,584,20240919_row_88,19-09-2024,train,42.616872,143.174312,Kitahime,blue,238.2,,,,,,,,
2024-163,585,20240919_row_88,19-09-2024,train,42.616872,143.174312,Kitahime,green,158.6,,,,,,,,
2024-164,586,20240919_row_88,19-09-2024,train,42.616872,143.174312,Kitahime,yellow,50.7,,,,,,,,
2024-165,587,20240919_row_88,19-09-2024,train,42.616872,143.174312,Kitahime,white,221.4,,,,,,,,
2024-166,588,20240919_row_88,19-09-2024,train,42.616872,143.174312,Kitahime,red,100,,,,,,,,
2024-167,589,20240919_row_88,19-09-2024,train,42.616872,143.174312,Kitahime,blue,347.2,,,,,,,,
2024-168,590,20240919_row_88,19-09-2024,train,42.616872,143.174312,Kitahime,green,172.5,,,,,,,,
2024-169,591,20240919_row_88,19-09-2024,train,42.616872,143.174312,Kitahime,yellow,64,,,,,,,,
2024-170,592,20240919_row_88,19-09-2024,train,42.616872,143.174312,Kitahime,white,108.7,,,,,,,,
2024-171,593,20240919_row_89,19-09-2024,val,42.616872,143.174312,Kitahime,red,82.3,,,,,,,,
2024-172,594,20240919_row_89,19-09-2024,train,42.616872,143.174312,Kitahime,blue,234.2,,,,,,,,
2024-173,595,20240919_row_89,19-09-2024,train,42.616872,143.174312,Kitahime,green,97.2,,,,,,,,
2024-174,596,20240919_row_89,19-09-2024,train,42.616872,143.174312,Kitahime,yellow,213.4,,,,,,,,
2024-175,597,20240919_row_89,19-09-2024,val,42.616872,143.174312,Kitahime,white,332.8,,,,,,,,
2024-176,598,20240919_row_89,19-09-2024,val,42.616872,143.174312,Kitahime,red,203.9,,,,,,,,
2024-177,599,20240919_row_89,19-09-2024,train,42.616872,143.174312,Kitahime,blue,206.6,,,,,,,,
2024-178,600,20240919_row_89,19-09-2024,train,42.616872,143.174312,Kitahime,green,150.6,,,,,,,,
2024-179,601,20240919_row_89,19-09-2024,train,42.616872,143.174312,Kitahime,yellow,48,,,,,,,,
2024-180,602,20240919_row_89,19-09-2024,train,42.616872,143.174312,Kitahime,white,54.3,,,,,,,,
